text,label
Book a table for 9 people for four pm in Johnson .,BookRestaurant
Add the name the Song about the Towel to playlist piano in the background,AddToPlaylist
Add Sifow to my Skatepark Punks playlist,AddToPlaylist
play There Must Be More To Life Than This,PlayMusic
rate this current saga 3 out of 6 points,RateBook
Find a book called Screwed .,SearchCreativeWork
Give ma list of films at Harkins Theatres,SearchScreeningEvent
"What will the weather be like on january the twenty-third, 2034 in GA",GetWeather
Book a table for 10 people on bunker hill day at a food court which serves spätzle in Monaco,BookRestaurant
Will it be hotter at nine am in Serbia,GetWeather
Book a restaurant in Gate City for 5 people.,BookRestaurant
Book a table at a french restaurant for fern and I,BookRestaurant
Play the last theme by Behzad Mirkhani .,PlayMusic
"hannah lewis and chelsea want to go to a cafe in Botswana on Apr. the seventeenth, 2024",BookRestaurant
Rate this textbook four of 6 points,RateBook
Book a highly rated food court for 2 people on jul. 4th .,BookRestaurant
Play some music from Victor Kunonga .,PlayMusic
add xsuie in Your Favorite Coffeehouse,AddToPlaylist
Please play This Is The Day by Brian Robertson .,PlayMusic
Book a table at a restaurant in Portugal with parking for me and bonnie in 19 minutes,BookRestaurant
Play Iheart,PlayMusic
I'd like to eat at ten PM. anywhere neighboring to our house,BookRestaurant
What Pacific Theatres are playing animated movies,SearchScreeningEvent
Rate this chronicle three of 6 stars,RateBook
Rate The Scoop 5 out of 6 points,RateBook
Show the movie schedule at Regal Entertainment Group,SearchScreeningEvent
Find Make Your Play,SearchCreativeWork
book a brasserie for 3,BookRestaurant
Play some music from the fourties .,PlayMusic
I need a cambodian brasserie restaurant that is top-rated,BookRestaurant
What is the weather going to be like in Epleys in South Georgia and the South Sandwich Islands in 11 months,GetWeather
I need a table at a restaurant in Texas for kelley and suzette,BookRestaurant
Add Der K und K Kalypso aus Wien to vonda's playlist Pura Vida,AddToPlaylist
"find The Most Important People , a television show",SearchCreativeWork
find the TV show When I Was a Boy,SearchCreativeWork
Tell me the closest movie house playing Black Rage,SearchScreeningEvent
Where is Journal of Geriatric Psychiatry and Neurology,SearchCreativeWork
How do I get the soundtrack for Hearts of Fencing ?,SearchCreativeWork
I need a reservation for three people at a spa restaurant in two hundred thirty seven days,BookRestaurant
Find me Third Man on the Mountain at a cinema,SearchScreeningEvent
"How is the weather in Getzville , Minnesota ?",GetWeather
Find the movie schedule for Fox Theatres at supper time.,SearchScreeningEvent
I need a reservation for Little Grill Collective for supper with eight people,BookRestaurant
Rate Lost Boys Why Our Sons Turn Violent and How We Can Save Them zero of 6,RateBook
I need the forecast for Mamaroneck in six weeks,GetWeather
I want this song on the playlist called chill vibes,AddToPlaylist
book a spot for seven in 8 seconds from now,BookRestaurant
Put No Mystery into my Punk Essentials playlist.,AddToPlaylist
give a 4 rating for Curtains for Three,RateBook
Book a reservation for irene and rosella at The Room in the Elephant in Israel,BookRestaurant
Book a restaurant in the Dominican Republic in one minute for a party of eight,BookRestaurant
I want to hear the newest music from The Railway Children,PlayMusic
Rate the current book one of 6 points,RateBook
give me the movie schedule for animated movies showing in the neighborhood,SearchScreeningEvent
Where can I locate the game Legion of Mary The Jerry Garcia Collection,SearchCreativeWork
what films are showing in the neighborhood,SearchScreeningEvent
add a new entry for mon beau sapin in lela's música libre playlist,AddToPlaylist
I'd like to watch Dirty Laundry at the movie house,SearchScreeningEvent
I want to see a list of local movie times .,SearchScreeningEvent
Is it going to be cold once I get within walking distance of my home in New Caledonia ?,GetWeather
Play the greatest 1966 album out there,PlayMusic
What will the weather be in Catahoula National Wildlife Refuge ?,GetWeather
Add the entity Por una cabeza to my playlist Forever Alone,AddToPlaylist
play a tune from 1962,PlayMusic
play a new soundtrack by Benjamin Darvill on Groove Shark,PlayMusic
book a spot in Malin KY,BookRestaurant
rate the book saga A Coin in Nine Hands 0 points,RateBook
forecast for Guatemala,GetWeather
Will there be a blizzard in AR,GetWeather
Give me movie times for Regal Entertainment Group,SearchScreeningEvent
When is His English Wife showing at the Neighborhood Cinema Group ?,SearchScreeningEvent
Play my Pandora app,PlayMusic
Where is the nearest cinema that is playing films,SearchScreeningEvent
Find the novel WWE Legends of WrestleMania,SearchCreativeWork
I want to book an ethiopian bar for this Afternoon .,BookRestaurant
this book gets points for being current and a three,RateBook
Can I see the the TV series The Late Music ?,SearchCreativeWork
Add the r l burnside album to my Nothing But A Party R&B playlist,AddToPlaylist
Book a bar which serves chicken french at Robinson .,BookRestaurant
Tell me the weather forecast for Equatorial Guinea,GetWeather
book in Ukraine at a highly rated restaurant,BookRestaurant
rate The Descendants two points,RateBook
What is the weather like right now for Fort Adams ?,GetWeather
Rate the current essay zero points,RateBook
Wuill it be cloudy in Dickson City Illinois,GetWeather
find the album Until the Whole World Hears,SearchCreativeWork
What is the forecast for Dec. 15 in Lake Woodruff National Wildlife Refuge,GetWeather
Play the top 20 ep from the fifties by John Bundrick .,PlayMusic
play Soheila Zaland,PlayMusic
Play me a Mario Vazquez movement,PlayMusic
Play 25 To Life by Paul Riley on Deezer .,PlayMusic
find Mary Kom starting in one hour,SearchScreeningEvent
Play some music from the thirties .,PlayMusic
Book the Ballylickey House for 7/16/2027 .,BookRestaurant
What is the showtime for Arsho,SearchScreeningEvent
Rate Timeline of science fiction 4 out of 6,RateBook
I give the Knife of Dreams saga a 0 of 6,RateBook
this tune should go on my coffee table jazz playlist,AddToPlaylist
What movies are playing nearby ?,SearchScreeningEvent
What are the time for movies playing at Star Theatres ?,SearchScreeningEvent
Book a table in eastern european restaurant in Macedonia .,BookRestaurant
book a bar in San Marino for five,BookRestaurant
What will be the weather like close by Kackley ?,GetWeather
Show The Monkey soundtrack,SearchCreativeWork
Where can I get Harry Potter and the Philosopher’s Stone,SearchCreativeWork
What movie theatre has A Matter of Wife... And Death,SearchScreeningEvent
I'd like to know what movies are on the movie schedules nearby .,SearchScreeningEvent
Weather for Park Narodowy Kushiro-shitsugen,GetWeather
Will there be fog not far from Mexico on Apr. 27,GetWeather
Rate this textbook four of 6,RateBook
Add Los Hombres Calientes Volume 3 New Congo Square to my descanso infinito playlist.,AddToPlaylist
Play Barbra Streisand music from 1997 .,PlayMusic
Give this book 2 out of 6 stars .,RateBook
Tell me when it will be warmer in my current position,GetWeather
Can you play some fifties music by lavern baker,PlayMusic
Can I get the movie schedules for Landmark Theatres .,SearchScreeningEvent
what movie is at Loews Cineplex Entertainment,SearchScreeningEvent
Give the current saga three stars,RateBook
When is Heat playing near me?,SearchScreeningEvent
I give four stars to this chronicle .,RateBook
Play any song from 2006,PlayMusic
"find Love Will Tear Us Apart , a photograph",SearchCreativeWork
rate the book Dies the Fire one points,RateBook
I want a restaurant in Idaho for 2 of us.,BookRestaurant
Find a place for me to eat in Connecticut for 9 and a half months from now,BookRestaurant
show painting of Waiting for Snow in Havana,SearchCreativeWork
"book a table in Mississippi on May nineteenth, 2034 for me, silvia and sandy",BookRestaurant
Play music from 1960,PlayMusic
weather forcast for current location now,GetWeather
look for the saga called Death in Paradise,SearchCreativeWork
For the current essay I rate 1 out of 6,RateBook
Weather for four weeks from now in Oregon,GetWeather
Is it hot in Wind Ridge Guam,GetWeather
Search for Polish Assault,SearchCreativeWork
Can you add psycho to Canciones que lo van a petar ?,AddToPlaylist
Where is the nearest movie theatre I can go watch films today?,SearchScreeningEvent
"I would like to add to my plalist, Visjoner onto the old school metal one",AddToPlaylist
Will there be a snowstorm in Taberville,GetWeather
Play Verjamem track by Hong Junyang .,PlayMusic
play Wait Until Tomorrow,PlayMusic
find a soundtrack for Lords of the Rising Sun,SearchCreativeWork
What is the closest cinema today playing animated movies ?,SearchScreeningEvent
Is Live from Sturgis 2006 playing at four o'clock at the nearest cinema ?,SearchScreeningEvent
I want to give Nautch Girls of India four out of 6 points,RateBook
Can you play the newest record from 1966 by Tony Lee,PlayMusic
"I'd like to book a brasserie in Virginia City , GA .",BookRestaurant
"Can I get a restaurant reserved in Luquillo , District Of Columbia ?",BookRestaurant
Find the schedule for The Nightmare six hours from now at the nearest cinema .,SearchScreeningEvent
my great grandfather and I would like to get together at a taverna .,BookRestaurant
what animated movies are showing nearby,SearchScreeningEvent
Will it be hotter today in Holtwood,GetWeather
Add in the heart of the world to the Epic Gaming playlist,AddToPlaylist
Book a reservation for 4 at a bar serving corn relish,BookRestaurant
Check the forecast for Natchaug State Forest,GetWeather
When is City of Angels playing?,SearchCreativeWork
play Morning Song,PlayMusic
find book In the Valley,SearchCreativeWork
Add album to all out 00s,AddToPlaylist
Book a table for 8 at a restaurant that serves far breton .,BookRestaurant
book a spot at a restaurant faraway from 138th St,BookRestaurant
Please find me the movies playing nearby,SearchScreeningEvent
add 21 AT 33 to the playlist called wake up everybody,AddToPlaylist
will it be warmer in Ristigouche Ecological Reserve on nov. the twentieth,GetWeather
Look up The Dock of the Bay show,SearchCreativeWork
Play Maggot Brain by Albano Carrisi,PlayMusic
Play fifties music by Ahmed Abdul Malik,PlayMusic
What is the movie schedule for movies in the neighbourhood,SearchScreeningEvent
What time is The Graduates of Malibu High playing at Cobb Theatres,SearchScreeningEvent
Book a table for ten for breakfast in Minnesota .,BookRestaurant
find National Amusements showing The Sea Is Behind,SearchScreeningEvent
List movie schedule,SearchScreeningEvent
where do I see the trailer for Live Dates,SearchCreativeWork
Play the playlist introspective,PlayMusic
play Kurt Cobain ballad tunes,PlayMusic
party of four somewhere in SD,BookRestaurant
Add tara blaise to my power gaming playlist,AddToPlaylist
Play some Matthew Sweet music from around 1996 on Spotify,PlayMusic
play The Insoc Ep,PlayMusic
rate The Stone Key a 5,RateBook
I need a table for 1 minute from now at any pub for five around IN that also serves fisn'n chips .,BookRestaurant
show movie schedule,SearchScreeningEvent
Rate the current essay 4 out of 6,RateBook
Please add Jency Anthony to my playlist This Is Mozart,AddToPlaylist
Help me locate The Tristan Betrayal,SearchCreativeWork
Is it going to be hotter in D'Lo,GetWeather
Play That Stubborn Kinda Fellow by Michael Amott,PlayMusic
Find a reservation at Sunset at a gastropub for 2 people,BookRestaurant
play something from the twenties,PlayMusic
give this current novel a three,RateBook
book a spot for 2 at a restaurant in Mayotte at 0613 AM,BookRestaurant
give The Rosales Saga 2 of 6,RateBook
Play some soul music,PlayMusic
rate the book Indiana Jones and the Dance of the Giants 5 out of 6 stars,RateBook
Add Frank Beard to my latin pop classics playlist.,AddToPlaylist
Will it be temperate next wed. in Athol in the Federated States Of Micronesia,GetWeather
Play my springtime playlist.,PlayMusic
Tell me the weather forecast for Douglas State Forest,GetWeather
what is the Philippines forecast for humid weather,GetWeather
Book a restaurant in Michigan for 4 people.,BookRestaurant
Book a restaurant at a steakhouse around in town that serves empanada for me and my son,BookRestaurant
"book a restaurant in McMurray on august seventeenth for marjorie vasquez, edith and martina",BookRestaurant
What is the weather like in Wallis and Futuna ?,GetWeather
